Numero_Facture,Date_vente,Numero_produit_vendu,Qte_vendu,Numero_point_vente
1111139021008,1971-01-03,0005686293098,6,21023597
1111139663109,1998-01-30,0006178653116,5,14846071
1111120780198,1985-10-13,0009119964128,2,12362221
1111100550995,1987-08-12,0007825099608,1,60005193
1111117212497,2017-10-19,0005314669905,6,12362221
1111153290701,1977-11-30,0005329006979,3,11307850
1111172752532,1977-12-03,0002643953675,5,11307850
1111190188252,1986-03-19,0009721407105,2,21023597
1111119080971,1996-02-17,0001208184042,3,12362221
1111150687603,1994-12-22,0004928422456,4,21023597
1111124182967,1987-11-21,0000365625573,5,14846071
1111121523268,1992-06-07,0003653498644,4,12362221
1111142919002,2019-10-31,0001217303243,5,48874568
1111186895799,2000-05-15,0005360257996,3,48874568
1111175826711,2012-02-24,0003132714456,3,14846071
1111130273857,1993-02-06,0008669924200,1,16615180
1111175403059,1996-02-20,0003132714456,5,48874568
1111199508976,2000-06-19,0002894887538,2,60005193
1111174176473,1970-01-04,0000008441065,2,21023597
1111174430780,2019-01-08,0004047585339,1,48874568
1111175524815,1980-12-08,0001708741578,2,14846071
1111194127929,2002-11-02,0004676850198,4,14846071
1111172470641,1994-04-10,0003653498644,1,25004265
1111117339477,1974-05-03,0004676850198,5,25004265
1111187647588,2019-07-31,0000285143737,2,48874568
1111196324500,1987-11-18,0007316015544,1,16615180
1111130863034,1976-06-21,0002894887538,2,25004265
1111141092621,2020-12-04,0007558991293,3,11307850
1111115245466,1985-12-13,0009119964128,1,25004265
1111156616317,1991-09-07,0004482941837,6,60005193
1111119800876,1972-07-30,0008090208108,1,48874568
1111187366687,1987-05-22,0005132480843,3,12362221
1111172911922,2017-10-10,0004928775934,5,16615180
1111141963068,2015-08-12,0002620191588,2,25004265
1111174528234,1972-09-17,0001729474004,2,12362221
1111100975323,1990-05-26,0002643953675,5,16615180
1111108242502,2018-07-02,0004603470390,6,12362221
1111176637415,1999-02-08,0001729474004,3,16615180
1111167841579,2011-10-25,0002620191588,1,21023597
1111184936579,1971-11-29,0006894968655,3,11307850
1111146574221,2019-09-25,0006098095706,3,14846071
1111172611075,2012-12-14,0000920424979,4,25004265
1111183733605,2013-11-12,0000365625573,4,60005193
1111156869362,2006-10-11,0005069053462,2,60005193
1111141802596,1988-12-29,0001218756833,5,60005193
1111174666318,1995-09-25,0007859520307,5,14846071
1111117149984,2017-04-20,0003686451623,2,12362221
1111151968251,2021-02-17,0006619277758,4,14846071
1111194491341,1972-09-11,0005329006979,5,21023597
1111150427827,1976-09-08,0000285143737,5,48874568
1111136341451,1973-01-05,0008711679478,2,21023597
1111199918201,1982-09-20,0002894887538,6,21023597
1111143134787,1990-03-01,0005216906801,4,14846071
1111118260312,1988-08-22,0000920424979,4,21023597
1111118559461,1980-11-01,0003724533342,1,21023597
1111104770658,1997-10-24,0007558991293,5,25004265
1111175639151,2018-07-05,0001708741578,5,21023597
1111108103216,1986-02-26,0005216906801,5,11307850
1111186925489,1982-03-29,0003686451623,4,21023597
1111143725046,1993-02-13,0005069053462,1,48874568
1111136856016,1976-05-29,0007922798534,4,11307850
1111151704194,1975-11-12,0000428534378,1,16615180
1111172912004,2008-03-02,0001859573363,1,14846071
1111182414383,1981-02-05,0000126626962,6,25004265
1111135492147,2009-10-03,0001240090080,4,11307850
1111198640202,1994-06-21,0006442639587,3,14846071
1111116837677,1985-09-22,0007017913088,2,14846071
1111111743959,1977-12-01,0006619277758,4,21023597
1111189597621,1994-09-24,0001382880433,2,14846071
1111122188473,2018-07-04,0006052084814,1,60005193
1111153710599,1987-06-30,0000211415907,6,60005193
1111170283816,1990-10-18,0009885913702,5,11307850
1111101640626,1995-07-29,0000942881804,3,48874568
1111121086084,1988-02-12,0008090208108,6,25004265
1111195459821,1970-09-09,0003531693444,2,25004265
1111173862575,1971-09-28,0003680487840,3,11307850
1111102315400,1983-06-26,0004928775934,4,48874568
1111162753501,1998-08-15,0002894887538,3,11307850
1111104166048,2015-06-05,0007922798534,3,21023597
1111115471377,1996-12-05,0004047585339,5,11307850
1111146123450,2010-06-16,0009721407105,6,60005193
1111156668675,1982-01-16,0006098095706,2,11307850
1111116140821,1982-06-02,0004603470390,4,60005193
1111140580136,1987-02-24,0004333559662,6,48874568
1111173512319,2007-07-12,0003724533342,4,14846071
1111157966695,1980-08-27,0005044804621,5,16615180
1111174374909,1990-12-02,0001131084181,2,25004265
1111120390441,2015-09-05,0005360257996,2,16615180
1111101901451,2013-07-29,0001422080632,5,11307850
1111191400186,1999-02-26,0000008441065,6,12362221
1111140114614,1998-11-15,0008980382741,6,48874568
1111159271797,1994-09-25,0005132480843,5,48874568
1111137973576,2010-07-19,0003949242258,3,12362221
1111160635649,1998-10-08,0006851969022,4,25004265
1111189029856,1990-02-21,0001409350109,3,11307850
1111106963072,2007-04-28,0000008441065,4,60005193
1111178939326,1979-01-21,0003260718456,6,14846071
1111176231309,1996-08-11,0003531693444,3,60005193
1111104443354,2000-09-06,0002620191588,5,60005193
1111168667925,1971-08-16,0001708741578,6,60005193
1111195400403,1994-01-21,0005329006979,1,16615180
1111187274760,2007-09-25,0009704202529,6,14846071
1111174702863,2007-06-28,0009867864152,6,21023597
1111127815411,1977-12-11,0001598801758,6,25004265
1111100361652,1974-02-05,0001859573363,5,12362221
1111102847222,1998-08-07,0000428534378,1,14846071
1111121245726,1999-02-09,0002620191588,6,14846071
1111109152718,1994-07-17,0004928775934,3,48874568
1111100393158,2006-06-05,0001729474004,5,12362221
1111100172890,1993-01-12,0007316015544,6,11307850
1111161456106,1975-10-16,0005674791629,5,11307850
1111153037979,1990-07-04,0001217303243,1,16615180
1111116047885,1983-06-19,0006442639587,3,11307850
1111121135249,2002-08-06,0005686293098,5,16615180
1111113235674,2005-08-22,0004420948058,2,25004265
1111140100426,2013-09-01,0003531693444,2,21023597
1111169129248,1998-10-20,0007859520307,5,11307850
1111192630445,1993-05-02,0009867864152,2,12362221
1111194919265,1979-08-18,0008661021037,2,21023597
1111188313253,2009-09-02,0004928422456,3,11307850
1111159118627,1971-03-06,0002894887538,6,16615180
1111160380617,1999-03-08,0001382880433,1,25004265
1111154183798,1985-07-25,0000942881804,2,21023597
1111127960784,2008-06-06,0002643953675,6,21023597
1111124959620,1976-02-11,0004240739478,2,48874568
1111134971797,2005-03-24,0000008441065,4,11307850
1111190663001,1986-05-16,0008711679478,2,14846071
1111150689195,2018-12-10,0007922798534,1,14846071
1111131575899,1977-11-16,0003680487840,5,11307850
1111181894018,1989-02-19,0004692449871,2,11307850
1111191836831,2007-06-17,0006972019101,5,14846071
1111195011296,2020-11-28,0001729474004,6,11307850
1111136928362,1994-05-05,0008523384669,2,14846071
1111163990530,1995-02-05,0005329006979,1,25004265
1111128587348,2011-05-26,0001422080632,1,60005193
1111190021047,1996-06-05,0007316015544,5,14846071
1111141576008,2017-07-18,0001217303243,1,25004265
1111111592847,1988-04-29,0008669924200,3,21023597
1111196609690,2014-12-02,0003857377776,3,14846071
1111169333782,2018-07-18,0006972019101,2,14846071
1111174858362,1984-11-22,0005674791629,2,11307850
1111122537127,1980-04-17,0006972019101,1,21023597
1111193700468,2008-01-29,0001217303243,1,16615180
1111189896571,2020-06-09,0003724533342,2,21023597
1111146355189,1995-02-24,0005216906801,1,48874568
1111188751055,2018-07-02,0002819717964,3,48874568
1111139039270,2006-12-31,0006178653116,6,48874568
1111110740614,1999-01-30,0000942881804,6,14846071
1111162609525,2006-10-26,0000285143737,4,25004265
1111185128928,1981-09-24,0002643953675,6,21023597
1111116831965,1970-06-07,0000920424979,3,14846071
1111196529875,2016-02-16,0001409350109,4,21023597
1111181458128,2019-07-02,0001382880433,1,60005193
1111114529314,1988-01-30,0006619277758,2,12362221
1111163322607,1998-05-14,0001131084181,6,11307850
1111185809193,1999-04-07,0002819717964,5,60005193
1111134003986,1997-10-14,0007665695138,3,25004265
1111192304070,1982-03-04,0006052084814,3,48874568
1111154355034,1992-06-17,0001422080632,6,11307850
1111135696118,2005-09-08,0001131084181,5,11307850
1111189349107,1994-03-10,0005674791629,4,16615180
1111112625360,2014-01-09,0005591775122,5,12362221
1111199050154,2008-03-29,0009803372673,3,60005193
1111105952718,1986-06-13,0000920424979,6,60005193
1111146494741,2008-02-28,0008397359916,1,60005193
1111162322349,1996-10-27,0005314669905,3,60005193
1111141280769,1974-08-06,0008980382741,1,14846071
1111185322784,1971-03-26,0000008441065,4,60005193
1111133729566,1981-02-21,0001382880433,5,14846071
1111178864291,1995-10-12,0006098095706,1,25004265
1111121377403,1982-12-14,0006052084814,5,25004265
1111151644292,2018-03-27,0008280738590,5,12362221
1111197944837,2005-09-14,0006652840124,6,14846071
1111116236388,1989-04-30,0004676791651,6,12362221
1111182297368,1998-04-18,0001131084181,3,14846071
1111122809934,1985-02-28,0005360257996,6,25004265
1111196419466,1998-01-20,0008523384669,5,48874568
1111102812329,1985-11-03,0001859573363,1,11307850
1111165056432,1977-12-15,0008523384669,5,21023597
1111127710488,1981-09-01,0002819717964,6,48874568
1111199872947,1991-11-09,0000428534378,4,11307850
1111140865950,2019-06-15,0009721407105,4,14846071
1111171153385,2013-01-25,0003990446681,3,60005193
1111105846758,1972-06-25,0009885913702,5,60005193
1111177828300,2011-09-20,0008090208108,2,48874568
1111111763124,1973-10-17,0008397359916,2,25004265
1111118115322,1990-08-04,0007859520307,1,11307850
1111105136866,1985-04-14,0003724533342,1,60005193
1111106056002,2018-10-29,0001409350109,3,16615180
1111125029025,1990-08-08,0008661021037,2,25004265
1111125176927,1981-06-26,0005044804621,1,16615180
1111188234466,1991-08-24,0001409350109,3,60005193
1111109106575,1995-08-10,0004928422456,5,12362221
1111199206483,1971-09-21,0009867864152,1,21023597
1111131398757,2021-03-24,0000327459185,3,25004265
1111129656494,1998-02-25,0007341871573,1,25004265
1111186742338,1999-01-11,0005963941537,6,16615180
1111108932502,2008-02-27,0006178653116,5,48874568
1111116552594,1998-02-02,0001382880433,2,60005193
1111170388979,1978-10-10,0000126626962,2,11307850
1111127006017,2016-02-12,0004047585339,5,14846071
1111138446697,2001-08-18,0004928775934,6,48874568
1111129356615,1981-05-20,0004240739478,1,11307850
1111187535137,1997-01-24,0000942881804,3,12362221
1111198364559,1989-03-12,0001131084181,4,60005193
1111182698110,1999-05-23,0006652840124,5,60005193
1111183428419,1984-08-26,0005686293098,1,60005193
1111171027174,1988-07-15,0006894968655,4,14846071
1111143059547,2018-05-31,0001859573363,4,60005193
1111132810432,2017-08-31,0007610661010,1,60005193
1111146803291,1988-03-13,0003531693444,3,12362221
1111154819215,1990-07-12,0005360257996,1,21023597
1111115966309,1991-05-16,0002499813567,3,60005193
1111161614599,1977-04-13,0004676791651,2,12362221
1111155238718,1993-08-17,0009803372673,4,25004265
1111134801575,2000-01-26,0003531693444,3,11307850
1111123047021,1999-08-25,0001217303243,4,12362221
1111179968691,1983-12-23,0003228374021,5,12362221
1111198378518,1991-09-21,0008669924200,2,11307850
1111118037877,1975-02-12,0003949242258,2,12362221
1111147428776,2009-01-02,0005216906801,4,11307850
1111119579031,1998-07-28,0007665695138,5,12362221
1111107664497,1999-11-19,0003228374021,2,16615180
1111138991920,2008-03-18,0000942881804,2,14846071
1111142338148,2000-01-04,0001422080632,4,21023597
1111171357172,1988-09-05,0005841795580,4,21023597
1111149456470,1970-03-30,0001729474004,3,16615180
1111181745419,1990-03-06,0003531693444,1,60005193
1111114723231,2010-03-28,0005132480843,3,14846071
1111157613612,1972-05-28,0006894968655,4,48874568
1111150863762,1983-07-02,0007922798534,6,21023597
1111160530586,1989-11-19,0007316015544,3,60005193
1111136035657,1971-02-23,0002499813567,4,60005193
1111194879187,2002-10-10,0007017913088,6,25004265
1111146626081,1971-12-11,0003680487840,,16615180
1111117727946,2003-07-29,0005963941537,2,25004265
1111101533201,2012-05-19,0001859573363,1,12362221
1111103109671,2010-09-21,0001382880433,4,25004265
1111180436479,1998-01-17,0000008441065,5,21023597
1111116064776,2002-05-19,0003949242258,1,48874568
1111145434908,1986-04-14,0001409350109,3,48874568
1111157588866,1972-10-06,0000428534378,6,25004265
1111165549354,1997-01-18,0009357695778,3,16615180
1111180935330,1993-01-27,0005841795580,3,11307850
1111170498029,1994-06-21,0001217303243,5,21023597
1111192064066,1979-11-30,0009885913702,1,60005193
1111104539484,1994-07-15,0005360257996,5,14846071
1111175427246,1973-06-30,0007017913088,2,11307850
1111116379184,2021-05-16,0001708741578,4,48874568
1111146147333,1976-01-27,0001859573363,6,16615180
1111129081500,1974-04-24,0001131084181,4,14846071
1111140043365,1998-09-15,0007859520307,1,14846071
1111167320395,1978-05-05,0000942881804,1,16615180
1111136943839,2017-01-27,0008711679478,6,21023597
1111104520055,2008-02-25,0009119964128,4,60005193
1111107119096,2001-06-12,0005360257996,3,21023597
1111143857211,2016-06-16,0003990446681,4,48874568
1111109473547,1994-11-06,0001131084181,4,11307850
1111116310453,2020-01-30,0001240090080,3,12362221
1111138975746,2003-10-07,0008669924200,5,16615180
1111171113426,2003-06-15,0004676850198,2,14846071
1111193748453,1980-07-23,0000126626962,1,14846071
1111121473181,1999-04-29,0000428534378,3,60005193
1111103193540,1984-10-15,0009721407105,2,60005193
1111162391369,2004-03-12,0009357695778,6,14846071
1111180040157,2005-03-17,0005674791629,5,14846071
1111155841239,1990-03-31,0004603470390,1,48874568
1111135309995,1997-04-10,0004928422456,1,11307850
1111145905941,1971-11-21,0008980382741,3,48874568
1111181992660,1988-09-30,0004482941837,2,60005193
1111101378307,1973-12-09,0002499813567,2,60005193
1111139721748,2004-06-18,0009885913702,3,25004265
1111140315882,1974-03-29,0004047585339,6,11307850
1111140356519,1975-10-16,0004676791651,2,25004265
1111116886361,1997-10-30,0002643953675,1,14846071
1111186106338,2006-06-23,0000942881804,1,14846071
1111151580583,2010-12-13,0004333559662,1,14846071
1111107856748,2016-09-20,0006178653116,6,16615180
1111146743405,2019-02-20,0001131084181,1,48874568
1111108751554,1970-09-27,0007859520307,1,48874568
1111132771894,2003-07-01,0005069053462,3,11307850
1111174534020,2011-03-01,0007341871573,3,16615180
1111163857031,2014-08-19,0005591775122,3,48874568
1111145748555,2013-11-11,0004928422456,3,11307850
1111169067595,1978-07-27,0009721407105,2,16615180
1111104412299,1991-03-17,0006178653116,4,60005193
1111174224440,1996-03-19,0000211415907,4,25004265
1111184431951,1971-05-30,0008397359916,6,21023597
1111124995864,1975-12-31,0007825099608,1,11307850
1111104192870,1981-10-16,0008669924200,1,21023597
1111171373547,1973-08-01,0000365625573,6,48874568
1111111728390,1974-01-05,0007610661010,1,12362221
1111170202374,1983-10-28,0003990446681,5,12362221
1111102237375,1989-06-06,0003680487840,1,21023597
1111172358086,1997-12-17,0004047585339,6,11307850
1111106627097,2020-03-30,0000126626962,2,14846071
1111140064780,1981-07-21,0009867864152,5,25004265
1111124907638,1995-09-23,0005591775122,3,60005193
1111177173271,1993-07-29,0004928775934,2,48874568
1111100409590,2021-05-30,0009867864152,6,14846071
1111109460479,1980-07-02,0004047585339,5,14846071
1111183106515,2018-03-25,0001729474004,6,21023597
1111172533568,1992-03-27,0003653498644,3,11307850
1111177095016,2003-06-28,0007859520307,1,12362221
1111154844644,2002-04-30,0000963002721,3,14846071
1111160117237,1978-12-22,0008711679478,5,14846071
1111115943126,2004-10-15,0003228374021,5,11307850
1111132872461,2007-03-25,0001729474004,3,25004265
1111168013074,1997-04-05,0007859520307,5,21023597
1111129282426,1999-12-09,0003260718456,3,16615180
1111149163910,2017-06-09,0003132714456,4,48874568
1111198767398,2011-05-03,0002819717964,3,16615180
1111126862010,1988-04-20,0006178653116,3,48874568
1111131625174,2003-02-10,0009867864152,3,60005193
1111144136919,2019-07-29,0006894968655,4,12362221
1111153523694,2001-11-20,0008669924200,1,60005193
1111164028669,1973-06-07,0003132714456,3,16615180
1111102783971,2019-04-25,0009704202529,3,25004265
1111172521565,1999-04-08,0000963002721,3,48874568
1111167970859,1994-03-11,0003680487840,6,16615180
1111187573191,1994-08-08,0000365625573,1,48874568
1111148585614,1994-09-01,0006972019101,3,21023597
1111192634146,1999-08-27,0009721407105,5,60005193
1111123520753,1991-11-26,0007665695138,4,11307850
1111143333746,1974-11-30,0001382880433,5,48874568
1111158201146,1984-05-08,0008711679478,3,14846071
1111133731835,2005-11-28,0003686451623,5,12362221
1111177895319,2021-05-02,0005216906801,5,21023597
1111158923079,1989-05-26,0001208184042,2,12362221
1111133877045,1990-09-29,0003724533342,5,25004265
1111143939801,2017-04-27,0008280738590,3,11307850
1111132243001,1994-04-25,0001946548175,4,48874568
1111166491720,2015-10-25,0009803372673,4,14846071
1111162652538,1979-11-09,0000126626962,5,16615180
1111175941940,1989-11-13,0003686451623,4,11307850
1111177808937,2009-10-20,0005686293098,3,12362221
1111185501554,2014-11-30,0000963002721,5,21023597
1111100402393,2014-06-16,0009704202529,6,48874568
1111188082241,1974-08-17,0008345387879,5,11307850
1111152972813,2001-10-13,0008523384669,5,60005193
1111160907357,2008-12-20,0000920424979,6,48874568
1111182438174,1980-11-16,0002819717964,5,16615180
1111119895063,1994-05-20,0000365625573,4,12362221
1111152920708,1993-04-01,0001946548175,6,12362221
1111131291805,1983-02-14,0006052084814,4,14846071
1111136383949,1998-10-29,0009867864152,4,12362221
1111156181952,2005-04-09,0008523384669,5,14846071
1111130490858,1979-06-10,0002620191588,2,48874568
1111179064560,1990-03-04,0008711679478,1,11307850
1111104983454,2001-02-08,0008523384669,5,21023597
1111161274571,1987-12-14,0003990446681,4,48874568
1111194600156,2003-07-10,0000428534378,6,16615180
1111193705937,1981-06-24,0005360257996,4,25004265
1111176798536,1983-05-11,0001382880433,4,14846071
1111143297963,2017-08-10,0003686451623,5,12362221
1111180050279,1992-04-07,0003260718456,1,25004265
1111183054236,2016-04-26,0006851969022,4,60005193
1111113658794,2019-02-28,0006851969022,3,12362221
1111109583338,2010-01-04,0006098095706,3,21023597
1111160605369,1990-06-26,0009357695778,6,12362221
1111136276524,1970-08-04,0000211415907,2,12362221
1111138289928,1999-02-22,0008523384669,5,60005193
1111159855256,2009-09-02,0001422080632,2,25004265
1111151283378,2001-09-24,0000920424979,2,16615180
1111105459897,1988-06-05,0003653498644,1,25004265
1111143595250,2000-10-05,0005132480843,4,12362221
1111150707011,2000-11-12,0007558991293,6,21023597
1111104723678,1991-07-21,0003531693444,5,11307850
1111190138981,2006-08-06,0004603470390,3,25004265
1111128300329,2013-11-05,0002819717964,3,16615180
1111198677178,1986-12-10,0006972019101,2,25004265
1111115633980,1989-07-17,0006851969022,3,14846071
1111128209202,1978-07-13,0001510812688,5,11307850
1111195545791,1983-11-18,0008980382741,1,60005193
1111186146464,1991-10-27,0008280738590,5,12362221
1111153361302,2003-10-19,0005329006979,5,48874568
1111177327605,2018-08-26,0002894887538,6,14846071
1111161572912,1989-08-02,0003724533342,2,11307850
1111115035104,1972-01-23,0000285143737,5,11307850
1111125057936,2010-05-25,0009357695778,6,21023597
1111193966215,2012-08-23,0007922798534,3,11307850
1111148291416,1975-01-23,0004603470390,3,11307850
1111117951556,2020-06-27,0002620191588,1,48874568
1111198958819,2020-09-02,0003531693444,5,48874568
1111162897762,2005-01-22,0008935725197,6,25004265
1111114682439,1987-01-05,0008090208108,1,48874568
1111190162344,2005-12-14,0008669924200,4,21023597
1111195038743,2003-03-23,0004333559662,5,12362221
1111115198670,2012-08-11,0004047585339,3,48874568
1111120000890,1977-08-11,0008523384669,5,11307850
1111175241422,1996-05-12,0001217303243,3,11307850
1111112699910,1982-05-19,0004676791651,1,14846071
1111147947338,2002-06-20,0001422080632,6,14846071
1111110271958,1993-08-09,0009721407105,2,14846071
1111154857521,1994-08-25,0005132480843,3,14846071
1111190880903,1988-11-25,0008397359916,5,25004265
1111117469655,1977-07-15,0001859573363,2,16615180
1111186394995,1999-08-11,0004047585339,6,21023597
1111109182050,1998-09-26,0007610661010,4,25004265
1111137428175,1977-05-03,0008280738590,1,14846071
1111115263071,2013-12-24,0003531693444,3,12362221
1111117388444,1986-06-24,0003990446681,3,16615180
1111166739433,1975-11-13,0007922798534,5,21023597
1111140764451,1979-05-26,0006619277758,4,16615180
1111108401428,1972-09-30,0003949242258,1,14846071
1111144995318,1987-04-26,0009885913702,4,12362221
1111130484796,2004-12-31,0000211415907,5,60005193
1111158383941,2019-04-21,0008669924200,2,21023597
1111154667861,1977-06-06,0004928422456,4,60005193
1111167709626,2004-11-15,0005686293098,4,11307850
1111125768399,2016-08-15,0008280738590,1,21023597
1111150778868,1997-06-06,0001382880433,5,60005193
1111184603600,2011-07-21,0000942881804,6,60005193
1111100855007,2009-06-23,0001859573363,4,16615180
1111197716441,2012-08-04,0005674791629,5,48874568
1111174875512,2000-10-04,0001946548175,4,25004265
1111144307470,2003-01-09,0008345387879,5,21023597
1111155366107,1986-08-08,0008661021037,3,48874568
1111145183592,2004-08-11,0006851969022,4,60005193
1111156471169,1974-01-10,0007017913088,5,11307850
1111131591806,2015-03-24,0008090208108,1,14846071
1111151174546,1974-07-02,0001131084181,3,21023597
1111103303383,2010-05-31,0000126626962,5,25004265
1111169952747,1976-06-26,0002643953675,5,60005193
1111123718891,1980-09-19,0009803372673,5,48874568
1111120218646,2004-11-12,0007017913088,1,14846071
1111184538056,1997-03-19,0004047585339,1,12362221
1111141958705,2010-12-29,0001217303243,2,25004265
1111196938011,2016-08-06,0001131084181,3,25004265
1111179395275,2010-05-26,0005329006979,4,25004265
1111151776412,1979-07-29,0005686293098,3,25004265
1111103103181,1997-10-20,0002643953675,3,14846071
1111133918601,2016-03-10,0001131084181,6,25004265
1111193357716,1977-07-02,0003132714456,3,14846071
1111161124517,1994-01-23,0007610661010,4,21023597
1111186494015,1970-07-09,0008397359916,5,25004265
1111124714557,1985-09-09,0005044804621,5,16615180
1111192789310,2012-10-06,0004420948058,5,48874568
1111167595571,1980-03-03,0001946548175,1,60005193
1111170577397,1984-09-02,0005686293098,4,16615180
1111144431564,2018-08-19,0000126626962,3,11307850
1111162962620,1984-04-09,0001382880433,2,14846071
1111101499071,2009-01-04,0008523384669,3,21023597
1111174720195,1997-01-03,0006052084814,6,25004265
1111145931094,2011-04-27,0006652840124,3,21023597
1111140329513,2015-10-02,0003990446681,6,60005193
1111111001721,1983-12-30,0000920424979,1,48874568
1111133435672,1980-06-17,0001708741578,4,12362221
1111142080313,1976-08-14,0007558991293,6,11307850
1111159402306,1997-09-28,0004928775934,1,16615180
1111194797542,2009-05-01,0007558991293,3,60005193
1111117657410,2015-07-29,0009119964128,1,14846071
1111152861650,1991-01-07,0009721407105,4,21023597
1111146016684,2018-08-15,0001285311706,6,16615180
1111110498515,1981-12-17,0003531693444,5,21023597
1111170835718,2009-09-24,0005329006979,2,21023597
1111152511326,1992-10-07,0009119964128,2,25004265
1111193674172,1987-03-15,0001131084181,2,21023597
1111177676802,1976-11-27,0003724533342,4,11307850
1111144515233,1992-05-22,0006972019101,1,14846071
1111114261634,1986-08-16,0000211415907,3,16615180
1111106421275,1990-12-06,0006894968655,3,12362221
1111194201131,2019-05-03,0001946548175,4,21023597
1111194500128,1998-05-10,0007017913088,2,16615180
1111103868837,2004-12-13,0005963941537,3,11307850
1111139799532,2021-09-22,0003260718456,5,48874568
1111136528739,2012-09-03,0002620191588,5,11307850
1111151238958,1993-08-26,0004240739478,2,11307850
1111175788873,2007-11-10,0001708741578,1,14846071
1111193921801,2016-11-22,0008523384669,3,25004265
1111193129924,1974-07-10,0007825099608,1,25004265
1111196852591,1998-10-12,0006098095706,6,60005193
1111171432206,1996-10-13,0008090208108,2,48874568
1111183442996,2003-12-09,0007341871573,2,11307850
1111147928054,1987-02-02,0004333559662,2,48874568
1111107280369,2002-05-13,0007341871573,6,12362221
1111141128634,1997-12-07,0000920424979,5,12362221
1111113995417,1984-02-08,0005329006979,5,14846071
1111129946274,2001-03-31,0005329006979,2,11307850
1111140417937,2021-02-03,0001409350109,3,11307850
1111114985899,2005-11-22,0004676791651,6,12362221
1111147435040,1979-10-24,0003724533342,3,14846071
1111123084163,2017-08-30,0006851969022,4,21023597
1111187299916,1993-08-12,0001240090080,1,14846071
1111158853413,1971-11-12,0002499813567,1,48874568
1111111120224,2006-05-30,0000126626962,4,11307850
1111194353052,1980-03-03,0000920424979,5,21023597
1111170401852,1985-05-05,0001946548175,5,14846071
1111195338232,1974-10-10,0005216906801,4,60005193
1111126601893,2006-10-21,0003990446681,4,16615180
1111166690932,1975-08-25,0001729474004,2,11307850
1111157463217,1978-01-24,0009721407105,3,14846071
1111180704165,1977-01-26,0006178653116,2,48874568
1111129895718,1987-02-06,0008397359916,3,25004265
1111155723412,1988-04-11,0006851969022,1,11307850
1111156130271,2019-08-02,0005132480843,2,21023597
1111164602050,2005-08-14,0009803372673,2,14846071
1111193657854,1971-08-05,0000126626962,4,25004265
1111129793168,2017-10-25,0001859573363,1,16615180
1111133357837,1972-08-03,0006442639587,4,11307850
1111119419702,1974-04-11,0001598801758,5,60005193
1111182006557,1991-11-29,0000920424979,2,12362221
1111155709423,1976-07-08,0001240090080,6,12362221
1111118920889,2003-04-05,0003132714456,1,60005193
1111136754107,1978-01-01,0009704202529,1,14846071
1111127342979,2002-03-25,0004928422456,2,25004265
1111179840652,1971-06-05,0009704202529,3,21023597
1111117163423,1971-10-02,0002620191588,2,25004265
1111196454405,1972-12-16,0008980382741,2,12362221
1111167906438,2010-12-16,0005963941537,2,25004265
1111111744000,1976-11-27,0008523384669,6,12362221
1111145130244,2008-04-23,0001218756833,2,11307850
1111108592744,2018-10-23,0004692449871,6,14846071
1111131137257,1986-09-11,0004047585339,3,12362221
1111153026270,2000-08-17,0001729474004,6,60005193
1111192175090,1976-10-06,0006894968655,3,12362221
1111195342475,2016-08-16,0008669924200,4,21023597
1111182174904,1982-06-26,0000285143737,5,25004265
1111147285744,1993-07-04,0007341871573,1,14846071
1111163173476,1990-07-27,0005069053462,3,14846071
1111141492308,1970-05-01,0005329006979,1,48874568
1111163805575,2015-01-11,0007558991293,1,14846071
1111163564922,1970-03-14,0003228374021,5,48874568
1111158221878,2002-05-12,0006442639587,6,14846071
1111189007816,2010-06-08,0001218756833,4,11307850
1111116506467,1975-04-21,0007558991293,2,25004265
1111196706849,1976-09-27,0009119964128,1,48874568
1111138831516,1970-03-24,0005591775122,1,60005193
1111110501871,1990-08-07,0005674791629,3,11307850
1111155213418,1978-04-26,0000963002721,4,21023597
1111190130015,2004-06-25,0001859573363,6,25004265
1111172299013,2018-10-14,0006972019101,5,21023597
1111192538970,1988-03-06,0004692449871,3,60005193
1111176712419,1988-02-01,0008935725197,1,11307850
1111176445485,1988-09-21,0007825099608,2,25004265
1111166543702,2018-07-18,0006894968655,4,11307850
1111137483662,2001-04-24,0002620191588,3,60005193
1111108738265,1978-09-01,0008669924200,2,21023597
1111108696343,1985-03-22,0001208184042,3,14846071
1111132811347,1981-10-28,0004333559662,2,14846071
1111125330725,1994-12-12,0000365625573,4,12362221
1111165496900,1982-09-06,0007558991293,5,48874568
1111197105672,1990-11-04,0003686451623,5,60005193
1111145458270,1992-12-14,0009357695778,6,12362221
1111138731885,1972-05-02,0002819717964,1,21023597
1111119777055,1986-12-19,0001240090080,1,16615180
1111158855530,1982-11-10,0006052084814,3,60005193
1111170375382,2017-07-28,0000942881804,6,25004265
1111168263837,1987-09-22,0002620191588,2,60005193
1111195994445,1974-05-19,0004928775934,1,12362221
1111134336169,1999-04-08,0009803372673,6,11307850
1111198832140,1989-10-02,0003990446681,4,11307850
1111195102239,1991-01-28,0008711679478,3,21023597
1111186615045,2010-10-11,0009357695778,2,25004265
1111134834238,1975-09-12,0004047585339,3,21023597
1111139484704,1990-04-11,0005329006979,3,21023597
1111117016798,2000-11-10,0009885913702,1,21023597
1111146510922,1988-11-25,0000327459185,1,25004265
